"","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low"
"265","Subject13","num1","negative",456.333333333333,108.473149868639,673.279633070612,239.387033596055,0,0,"Subject13","num2","negative",379.666666666667,45.5338701774112,470.734407021489,288.598926311844,0,0,"Subject13","num1","positive",380.4,92.3510211698339,565.102042339668,195.697957660332,0,0,"Subject13","num2","positive",459.333333333333,72.1177488345948,603.568831002523,315.097835664144,0,0,"Subject13","num1","suicide",380.4,44.8285623235901,470.05712464718,290.74287535282,0,0,"Subject13","num2","suicide",450.333333333333,63.0891624943811,576.511658322096,324.155008344571,0,0,"Subject13","num1","neutral",363.666666666667,30.4968950232742,424.660456713215,302.672876620118,0,0,"Subject13","num2","neutral",502.333333333333,46.1052813644703,594.543896062274,410.122770604393,0,0
"273","Subject131","num1","negative",534.166666666667,142.857101731596,819.880870129858,248.452463203475,0,0,"Subject131","num2","negative",543,132.457883529411,807.915767058821,278.084232941179,0,0,"Subject131","num1","positive",616.4,161.911635708425,940.22327141685,292.57672858315,0,0,"Subject131","num2","positive",538.5,127.806316531909,794.112633063818,282.887366936182,0,0,"Subject131","num1","suicide",603.833333333333,222.291713882021,1048.41676109737,159.249905569292,0,0,"Subject131","num2","suicide",585.833333333333,106.238867509481,798.311068352295,373.355598314372,0,0,"Subject131","num1","neutral",502.333333333333,103.02456311997,708.382459573273,296.284207093394,0,0,"Subject131","num2","neutral",677.666666666667,213.067353129702,1103.80137292607,251.531960407263,0,0
"281","Subject132","num1","negative",754.4,303.264167938706,1360.92833587741,147.871664122588,0,0,"Subject132","num2","negative",710.833333333333,375.406890364753,1461.64711406284,-39.9804473961717,2,0,"Subject132","num1","positive",695.5,255.320654009104,1206.14130801821,184.858691981793,0,0,"Subject132","num2","positive",765.25,233.50665331604,1232.26330663208,298.236693367921,0,0,"Subject132","num1","suicide",758.833333333333,385.865457789566,1530.56424891247,-12.8975822457991,2,0,"Subject132","num2","suicide",820,477.623282514578,1775.24656502916,-135.246565029155,0,0,"Subject132","num1","neutral",1092,569.725247064633,2231.45049412927,-47.4504941292662,0,0,"Subject132","num2","neutral",1303,94.6854441470986,1492.3708882942,1113.6291117058,0,0
"289","Subject133","num1","negative",413,56.6295778803718,526.259155760744,299.740844239256,0,0,"Subject133","num2","negative",437.166666666667,52.0468902805805,541.260447227828,333.072886105506,0,0,"Subject133","num1","positive",461.833333333333,38.9050904202273,539.643514173788,384.023152492879,0,0,"Subject133","num2","positive",411,100.780589761756,612.561179523511,209.438820476489,0,0,"Subject133","num1","suicide",447.166666666667,132.106591490173,711.379849647013,182.95348368632,0,0,"Subject133","num2","suicide",465.833333333333,76.9874055028523,619.808144339038,311.858522327629,0,0,"Subject133","num1","neutral",496.666666666667,209.112120136253,914.890906939173,78.4424263941603,2,0,"Subject133","num2","neutral",500.5,104.400888188489,709.301776376979,291.698223623021,0,0
"297","Subject134","num1","negative",580.833333333333,99.0159154638865,778.865164261106,382.80150240556,0,0,"Subject134","num2","negative",571.333333333333,114.771974194949,800.877281723232,341.789384943435,0,0,"Subject134","num1","positive",572.6,135.201249172401,843.002498344803,302.197501655197,0,0,"Subject134","num2","positive",638.166666666667,154.746028489694,947.658723646056,328.674609687278,0,0,"Subject134","num1","suicide",499.166666666667,91.7851575774382,682.736981821543,315.59635151179,0,0,"Subject134","num2","suicide",676.833333333333,206.86351817446,1090.56036968225,263.106296984413,0,0,"Subject134","num1","neutral",471.166666666667,78.0382579057842,627.243182478235,315.090150855098,0,0,"Subject134","num2","neutral",702,120.710020673137,943.420041346273,460.579958653727,0,0
"305","Subject135","num1","negative",410.8,91.5724364157202,593.94487283144,227.65512716856,0,0,"Subject135","num2","negative",456.2,116.125219770154,688.450439540309,223.949560459691,0,0,"Subject135","num1","positive",386.6,19.3517153991291,425.303430798258,347.896569201742,0,0,"Subject135","num2","positive",435.333333333333,91.2592046000973,617.851742533528,252.814924133139,0,0,"Subject135","num1","suicide",361.833333333333,63.6479426695051,489.129218672343,234.537447994323,0,0,"Subject135","num2","suicide",427.333333333333,87.0332573145914,601.399847962516,253.26681870415,0,0,"Subject135","num1","neutral",349.4,42.1299576706805,433.659915341361,265.140084658639,0,0,"Subject135","num2","neutral",379,33.844564489066,446.689128978132,311.310871021868,0,0
"313","Subject136","num1","negative",515.833333333333,69.3303466722688,654.494026677871,377.172639988796,0,0,"Subject136","num2","negative",601.166666666667,182.411539374486,965.989745415639,236.343587917694,2,0,"Subject136","num1","positive",813.166666666667,484.559187365802,1782.28504139827,-155.951708064937,0,0,"Subject136","num2","positive",609.666666666667,138.706579337518,887.079825341702,332.253507991631,0,0,"Subject136","num1","suicide",570.833333333333,147.798901049755,866.431135432843,275.235531233824,0,0,"Subject136","num2","suicide",648.333333333333,198.874713111425,1046.08275955618,250.583907110484,0,0,"Subject136","num1","neutral",593.2,120.21166517624,833.62333035248,352.77666964752,0,0,"Subject136","num2","neutral",561,62.2458468859205,685.491693771841,436.508306228159,0,0
"321","Subject137","num1","negative",736,107.784296376859,951.568592753718,520.431407246282,0,0,"Subject137","num2","negative",785.833333333333,246.109670059853,1278.05267345304,293.613993213627,2,0,"Subject137","num1","positive",622.333333333333,75.843539106785,774.020411546903,470.646255119763,0,0,"Subject137","num2","positive",841.666666666667,237.170952281388,1316.00857122944,367.32476210389,0,0,"Subject137","num1","suicide",524.5,100.877513486766,726.255026973533,322.744973026467,0,0,"Subject137","num2","suicide",594.5,42.6390772542149,679.77815450843,509.22184549157,0,0,"Subject137","num1","neutral",621.833333333333,188.983324581025,999.799982495383,243.866684171284,0,0,"Subject137","num2","neutral",931.833333333333,423.087962771838,1778.00925887701,85.6574077896572,0,0
"329","Subject138","num1","negative",479.5,264.540596643932,1008.58119328786,-49.581193287863,2,0,"Subject138","num2","negative",489.333333333333,74.5328888152842,638.399110963902,340.267555702765,0,0,"Subject138","num1","positive",473.833333333333,132.627183099731,739.087699532796,208.57896713387,0,0,"Subject138","num2","positive",525.166666666667,122.406798187128,769.980263040922,280.353070292411,0,0,"Subject138","num1","suicide",504.666666666667,123.801404995209,752.269476657086,257.063856676248,0,0,"Subject138","num2","suicide",468.833333333333,110.469109901475,689.771553136284,247.895113530383,0,0,"Subject138","num1","neutral",487.333333333333,135.392582939951,758.118499213235,216.548167453431,0,0,"Subject138","num2","neutral",529.666666666667,195.512070463615,920.690807593897,138.642525739436,0,0
"337","Subject139","num1","negative",705.5,99.9158737047413,905.331747409483,505.668252590517,0,0,"Subject139","num2","negative",850.166666666667,447.955524036875,1746.07771474042,-45.7443814070839,0,0,"Subject139","num1","positive",743.4,198.228375589593,1139.85675117919,346.943248820813,0,0,"Subject139","num2","positive",749.166666666667,233.296858620994,1215.76038390866,282.572949424678,0,0,"Subject139","num1","suicide",649.5,152.588275493833,954.676550987666,344.323449012334,0,0,"Subject139","num2","suicide",798.5,223.090483069905,1244.68096613981,352.31903386019,0,0,"Subject139","num1","neutral",616.666666666667,143.134605010512,902.93587668769,330.397456645644,2,0,"Subject139","num2","neutral",749.5,259.423661919333,1268.34732383867,230.652676161334,0,0
"345","Subject14","num1","negative",408.833333333333,61.945479449613,532.724292232559,284.942374434107,0,0,"Subject14","num2","negative",379.666666666667,47.9608426139744,475.588351894616,283.744981438718,0,0,"Subject14","num1","positive",408.4,78.5496304539012,565.499260907802,251.300739092198,0,0,"Subject14","num2","positive",420.666666666667,84.7985134232191,590.263693513105,251.069639820228,0,0,"Subject14","num1","suicide",365.166666666667,41.3649683435223,447.896603353711,282.436729979622,0,0,"Subject14","num2","suicide",395.833333333333,38.3970484976819,472.627430328697,319.03923633797,0,0,"Subject14","num1","neutral",437.666666666667,86.595541910585,610.857750487837,264.475582845497,2,0,"Subject14","num2","neutral",409.5,99.5567448972969,608.613489794594,210.386510205406,0,0
"353","Subject140","num1","negative",416.5,132.72493771296,681.94987542592,151.05012457408,2,0,"Subject140","num2","negative",444,108.310253951836,660.620507903671,227.379492096329,0,0,"Subject140","num1","positive",487.333333333333,184.293902298048,855.921137929429,118.745528737238,2,0,"Subject140","num2","positive",514,98.029150183577,710.058300367154,317.941699632846,0,0,"Subject140","num1","suicide",497.333333333333,74.4425749802958,646.218483293925,348.448183372742,0,0,"Subject140","num2","suicide",457,148.26252991831,753.52505983662,160.47494016338,0,0,"Subject140","num1","neutral",418.5,151.560069099531,721.620138199062,115.379861800938,2,0,"Subject140","num2","neutral",395.333333333333,59.3193718677792,513.972077068892,276.694589597775,0,0
"361","Subject141","num1","negative",457.5,58.3897562622386,574.279512524477,340.720487475523,0,0,"Subject141","num2","negative",583.5,143.465865436537,870.431730873074,296.568269126926,0,0,"Subject141","num1","positive",512.166666666667,84.2623968039808,680.691460274628,343.641873058705,0,0,"Subject141","num2","positive",667.833333333333,110.266481623823,888.36629658098,447.300370085687,0,0,"Subject141","num1","suicide",476.4,104.274424263841,684.948848527682,267.851151472318,0,0,"Subject141","num2","suicide",659.833333333333,87.0222890291837,833.877911391701,485.788755274966,0,0,"Subject141","num1","neutral",559.166666666667,75.8453370453,710.857340757267,407.475992576067,0,0,"Subject141","num2","neutral",646,126.334332769693,898.668665539387,393.331334460613,2,0
"369","Subject142","num1","negative",455.166666666667,66.8659899056359,588.898646477939,321.434686855395,0,0,"Subject142","num2","negative",470,34.2695199849662,538.539039969932,401.460960030068,0,0,"Subject142","num1","positive",423.5,95.8649618426405,615.229923685281,231.770076314719,2,0,"Subject142","num2","positive",399.5,54.7852952116585,509.070590423317,289.929409576683,0,0,"Subject142","num1","suicide",463.666666666667,48.2330202498687,560.132707166404,367.200626166929,0,0,"Subject142","num2","suicide",480,141.687785540704,763.375571081408,196.624428918592,0,0,"Subject142","num1","neutral",443.666666666667,76.3333994971263,596.333465660919,290.999867672414,0,0,"Subject142","num2","neutral",417.333333333333,127.672402751113,672.678138835559,161.988527831107,0,0
"377","Subject143","num1","negative",379.166666666667,45.436935982911,470.040538632489,288.292794700845,0,0,"Subject143","num2","negative",384.5,48.2973742933957,481.094748586791,287.905251413209,0,0,"Subject143","num1","positive",383.5,28.340462561183,440.180925122366,326.819074877634,0,0,"Subject143","num2","positive",382.8,84.9533205158378,552.706641031676,212.893358968324,0,0,"Subject143","num1","suicide",420,64.3287013562517,548.657402712503,291.342597287497,0,0,"Subject143","num2","suicide",416.833333333333,57.2186132038316,531.270559740997,302.39610692567,0,0,"Subject143","num1","neutral",378.833333333333,8.25539309491166,395.344119523157,362.32254714351,0,0,"Subject143","num2","neutral",454.666666666667,130.692792688067,716.052252042801,193.281081290533,0,0
"385","Subject144","num1","negative",543.2,97.4232461422267,738.046492284454,348.353507715547,0,0,"Subject144","num2","negative",518.8,78.3592864807853,675.51857296157,362.081427038429,0,0,"Subject144","num1","positive",760.666666666667,374.446338753713,1509.55934417409,11.77398915924,2,0,"Subject144","num2","positive",558.5,71.4362852977593,701.372570595518,415.627429404481,0,0,"Subject144","num1","suicide",524.666666666667,142.037980409424,808.742627485514,240.590705847819,0,0,"Subject144","num2","suicide",607.5,173.425121384627,954.350242769255,260.649757230745,0,0,"Subject144","num1","neutral",522.5,47.9384074525939,618.376814905188,426.623185094812,0,0,"Subject144","num2","neutral",714.6,105.391545096264,925.383090192527,503.816909807473,0,0
"393","Subject145","num1","negative",459.6,24.6720714799368,508.944142959874,410.255857040126,0,0,"Subject145","num2","negative",576.8,143.80140626727,864.40281253454,289.19718746546,0,0,"Subject145","num1","positive",512,25.3070038614697,562.61400772294,461.38599227706,0,0,"Subject145","num2","positive",508.5,67.7609434301608,644.021886860322,372.978113139678,0,0,"Subject145","num1","suicide",555.4,210.468894508323,976.337789016646,134.462210983354,0,0,"Subject145","num2","suicide",533.25,69.5182401552694,672.286480310539,394.213519689461,0,0,"Subject145","num1","neutral",509,93.2921677925246,695.584335585049,322.415664414951,0,0,"Subject145","num2","neutral",574.5,130.066766071751,834.633532143502,314.366467856498,0,0
"401","Subject146","num1","negative",412.333333333333,28.8107723961126,469.954878125559,354.711788541108,0,0,"Subject146","num2","negative",449,54.3925128537509,557.785025707502,340.214974292498,0,0,"Subject146","num1","positive",438.833333333333,38.4538290641773,515.740991461688,361.925675204979,0,0,"Subject146","num2","positive",419.333333333333,74.2836496549584,567.90063264325,270.766034023416,0,0,"Subject146","num1","suicide",501.666666666667,72.9748815232566,647.61642971318,355.716903620154,0,0,"Subject146","num2","suicide",409.666666666667,24.3957273954173,458.458121457501,360.875211875832,0,0,"Subject146","num1","neutral",422.166666666667,42.8503385651912,507.867343797049,336.465989536284,0,0,"Subject146","num2","neutral",422,39.1314800036074,500.262960007215,343.737039992785,0,0
"409","Subject148","num1","negative",467.333333333333,78.3504172215303,624.034167776394,310.632498890273,0,0,"Subject148","num2","negative",337.4,64.1823790286538,465.764758057308,209.035241942692,0,0,"Subject148","num1","positive",380.166666666667,44.4498355316179,469.066337729902,291.266995603431,0,0,"Subject148","num2","positive",377.666666666667,64.5816373188841,506.829941304435,248.503392028899,0,0,"Subject148","num1","suicide",385.666666666667,66.4055492387268,518.47776514412,252.855568189213,0,0,"Subject148","num2","suicide",463.166666666667,101.243929859194,665.654526385054,260.678806948279,0,0,"Subject148","num1","neutral",378.333333333333,33.7028008907092,445.738935114752,310.927731551915,0,0,"Subject148","num2","neutral",318,35.0555115336931,388.111023067386,247.888976932614,0,0
"417","Subject149","num1","negative",371.666666666667,77.0729681810842,525.812603028835,217.520730304498,0,0,"Subject149","num2","negative",426.666666666667,61.4304238117968,549.52751429026,303.805819043073,0,0,"Subject149","num1","positive",374.5,67.2059250634672,508.911850126934,240.088149873066,0,0,"Subject149","num2","positive",404.5,48.6985159378133,501.897031875627,307.102968124373,0,0,"Subject149","num1","suicide",430.5,81.1659355327658,592.831871065532,268.168128934468,0,0,"Subject149","num2","suicide",466.5,115.183253201938,696.866506403876,236.133493596124,2,0,"Subject149","num1","neutral",363,52.1195207618455,467.239041523691,258.760958476309,0,0,"Subject149","num2","neutral",392,99.8253019484084,591.650603896817,192.349396103183,0,0
"425","Subject15","num1","negative",424.5,58.0994445287169,540.698889057434,308.301110942566,0,0,"Subject15","num2","negative",466.166666666667,82.7777235441487,631.722113754964,300.611219578369,0,0,"Subject15","num1","positive",358.833333333333,16.3642255786175,391.561784490568,326.104882176098,0,0,"Subject15","num2","positive",471.5,83.8716551968217,639.243310393643,303.756689606357,0,0,"Subject15","num1","suicide",423.4,49.7576348133854,522.915269626771,323.884730373229,0,0,"Subject15","num2","suicide",475,63.9744267088598,602.94885341772,347.05114658228,0,0,"Subject15","num1","neutral",414.833333333333,40.0246136392308,494.882560611795,334.784106054872,0,0,"Subject15","num2","neutral",444.8,118.172002700395,681.144005400791,208.45599459921,0,0
"433","Subject150","num1","negative",767.833333333333,352.599394970175,1473.03212327368,62.6345433929838,2,0,"Subject150","num2","negative",712.833333333333,236.165902139435,1185.1651376122,240.501529054463,0,0,"Subject150","num1","positive",527.25,92.1066927923419,711.463385584684,343.036614415316,0,0,"Subject150","num2","positive",614.8,214.492061495162,1043.78412299032,185.815877009676,0,0,"Subject150","num1","suicide",792.833333333333,304.838208453818,1402.50975024097,183.156916425698,0,0,"Subject150","num2","suicide",555.833333333333,70.3999397382662,696.633212809866,415.033453856801,0,0,"Subject150","num1","neutral",580.4,192.696191509387,965.792383018773,195.007616981227,0,0,"Subject150","num2","neutral",714.166666666667,178.564392934993,1071.29545253665,357.037880796681,0,0
"441","Subject151","num1","negative",427.5,61.9347163625465,551.369432725093,303.630567274907,0,0,"Subject151","num2","negative",441,73.1968426762916,587.393685352583,294.606314647417,0,0,"Subject151","num1","positive",448.833333333333,49.3131613140739,547.459655961481,350.207010705185,0,0,"Subject151","num2","positive",463,48.6268591271473,560.253718254295,365.746281745705,0,0,"Subject151","num1","suicide",435.666666666667,56.4999329578578,548.666532582382,322.666800750951,0,0,"Subject151","num2","suicide",470,91.804139340228,653.608278680456,286.391721319544,0,0,"Subject151","num1","neutral",486.5,76.9692973027085,640.438594605417,332.561405394583,0,0,"Subject151","num2","neutral",428,40.8302719940868,509.660543988174,346.339456011826,0,0
"449","Subject152","num1","negative",503,144.755593391695,792.511186783391,213.488813216609,0,0,"Subject152","num2","negative",529.833333333333,140.390904479621,810.615142292575,249.051524374091,0,0,"Subject152","num1","positive",589.833333333333,201.161551239221,992.156435811775,187.510230854892,2,0,"Subject152","num2","positive",445.5,22.1708243993194,489.841648798639,401.158351201361,0,0,"Subject152","num1","suicide",480.666666666667,71.4745133638982,623.615693394463,337.71763993887,0,0,"Subject152","num2","suicide",615.5,181.83184039606,979.16368079212,251.83631920788,0,0,"Subject152","num1","neutral",534.166666666667,195.971627507348,926.109921681363,142.22341165197,2,0,"Subject152","num2","neutral",463.333333333333,33.4537219925006,530.240777318334,396.425889348332,0,0
